smiles,status
N1C(=O)C(=N#N)C=NC1=O,1
O=N(=O)c1cccc(c1C)C,1
OC1C=Cc2c(C1O)ccc1c2cc2ccccc2c1Br,1
Cc1cc2c(c3c1nc(cn3)c1ccccc1)nc(n2C)N,1
Oc1cc2c(c3c1cccc3)ccc1c2cccc1,1
CC(=O)N(c1ccc(cc1)Oc1ccccc1)O,1
CCNC(=O)Nc1ncc(s1)N(=O)=O,1
Oc1ccc2-c3ccc(c4c3[C@@]([C@H]3c2c1C(=O)[C@@H]1O[C@H]31)(O)C=CC4=O)O,1
Fc1cnc2c(c1)c1ncccc1cc2,1
OC(=O)[C@H]([C@H](C(=O)O)CC(=O)O)CC(=O)O,1
CCCCOc1ccc(cc1)N=O,1
CC1CN(C)C2C(C1)c1cccc3c1c(C2)c[nH]3,1
CCCC(=O)/N=c/1\sn(c2c1cc(cc2)N(=O)=O)C(=O)CCC,1
C[C@@H]1C=Cc2c1ccc1c2ccc2c1cccc2,1
NNS(=O)(=O)c1ccc(cc1)C,1
O=N(=O)c1cccc2c1ccc1c2c(ccc1)N(=O)=O,1
NC(C(=O)O)CS/C(=C(/C(Cl)(Cl)Cl)\Cl)/Cl,1
O=C(c1ccc(cc1)N(=O)=O)ON(C(=O)c1ccccc1)OCc1ccccc1,1
COc1cccc(c1)N,1
Nc1ccc2-c3c(-c4c2c1ccc4)cccc3,1
N#Cc1cc(ccc1N)N(=O)=O,1
COC1=CC(=O)c2c(C1=O)[nH]cc1-c2nc2c1cncc2,1
ClCC1=C(Br)C(=O)OC1,1
O=C1C(=O)C=C(c2c1cccc2)S(=O)(=O)O,1
OCc1ccc(c2c1sc1ccccc1c2=O)NCCN(=O)(CC)CC,1
COC(=O)[C@@]12O[C@@]2(C)[C@](NC1=O)(O)C(C)C,1
O=NN(Cc1cccc(c1)C)C,1
CCN(c1ccc(cc1)N(=O)=O)CC,1
N#C/C(=C\C=C\c1ccccc1)/c1ccc(cc1)F,1
Nc1ncnc2c1nc(n2c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,1
