smiles,status
COc1c(OC)cc(cc1OC)c1oc2cc(O)cc(c2c(=O)c1O)O,1
Clc1ccc(cc1)Nc1cc2-c(cc1=NC(C)C)n(c1c(n2)cccc1)c1ccc(cc1)Cl,1
O[C@@H](c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,1
COc1ccc(cc1OC)CCN(CCC[C@@](c1ccc(c(c1)OC)OC)(C(C)C)C#N)C,1
OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2c1cccc2,1
CC1(C)CNC(=NC1)NN=C(/C=C/c1ccc(cc1)C(F)(F)F)/C=C/c1ccc(cc1)C(F)(F)F,1
COc1ccc2c(c1)CN(CCS2)C(=O)CCN1CCC(CC1)Cc1ccccc1,1
O[C@H](CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1)COc1cccc2c1cccn2,1
N#C[C@@](c1ccccc1)(C(C)C)CCCN(CCc1ccccc1)C,1
CCCCCCCCCCCCC(c1cccc(c1)OC)(CCCN(CCc1cccc(c1)OC)C)C#N,1
COc1cc2nc(NCCc3cccc(c3OC)OC)nc(c2cc1OC)N1CCc2c(C1)cc(c(c2)OC)OC,1
COc1cc(CCNc2nc3ccc(cc3c(n2)N(Cc2ccccc2)C)C)ccc1OC,1
COc1cc(ccc1OC)C[C@H](NCCC=C1c2ccccc2CCc2c1cccc2)C,1
COc1cc(c(cc1OC)NC(=O)c1cc(=O)c2c(o1)cccc2)c1nnn(n1)c1ccc(cc1)CCN1CCc2c(C1)cc(c(c2)OC)OC,1
COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc2c(c1)O[C@@H]([C@H](O2)CO)c1ccc(c(c1)OC)OC,1
OC[C@H]1Oc2ccc(cc2O[C@H]1c1ccc(c(c1)OC)OC)c1oc2cc(O)cc(c2c(=O)c1OC)O,1
COc1cc(O)c2c(c1)oc(c(c2=O)OC)c1ccc2c(c1)O[C@@H]([C@H](O2)CO)c1ccc(c(c1)OC)OC,1
COc1ccc(cc1OC)CCN(CCC[C@@](c1cc(OC)c(c(c1)OC)OC)(C(C)C)C#N)C,1
COc1cc(OC)c2c(c1)oc(c(c2=O)O)c1ccc2c(c1)O[C@@H]([C@H](O2)CO)c1ccc(c(c1)OC)OC,1
OC[C@H]1Oc2ccc(cc2O[C@H]1c1ccc(c(c1)O)O)c1oc2cc(O)cc(c2c(=O)c1O)O,1
OC[C@@H]1Oc2ccc(cc2O[C@H]1c1ccc(c(c1)OC)O)[C@H]1Oc2cc(OCc3ccccc3)cc(c2C(=O)[C@@H]1O)O,1
OC[C@H]1Oc2ccc(cc2O[C@H]1c1ccc(c(c1)OC)O)c1oc2cc(O)cc(c2c(=O)c1O)O,1
OC[C@H]1Oc2ccc(cc2O[C@H]1c1ccc(c(c1)OC)O)c1oc2cc(OCc3ccccc3)cc(c2c(=O)c1O)O,1
COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc2c(c1)O[C@@H]([C@H](O2)CO)c1ccc(c(c1)OC)O,1
OC[C@H]1Oc2ccc(cc2O[C@H]1c1ccc(c(c1)OC)OC)c1oc2cc(O)cc(c2c(=O)c1O)O,1
COc1cc(O)c2c(c1)oc(c(c2=O)OC)c1ccc2c(c1)O[C@@H]([C@H](O2)CO)c1ccc(c(c1)OC)O,1
COc1cc2oc(cc(=O)c2c(c1OC)OC)c1ccccc1,1
COc1cc2oc(cc(=O)c2c(c1OC)O)c1ccccc1,1
O=c1cc(oc2c1c(O)c1c(c2)OCO1)c1ccccc1,1
COc1c2OCOc2cc2c1c(=O)cc(o2)c1ccccc1,1
CC(=O)Oc1c(Oc2ccccc2)cc2c(c1OC(=O)C)c(=O)cc(o2)c1ccccc1,1
Oc1cc2oc(cc(=O)c2c(c1Oc1ccccc1)O)c1ccccc1,1
COc1c2OC(Oc2cc2c1c(=O)cc(o2)c1ccccc1)(c1ccccc1)c1ccccc1,1
CCCOc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccccc1,1
CCOc1c(O)cc2c(c1O)c(=O)cc(o2)c1ccccc1,1
CC(=O)Oc1cc2oc(cc(=O)c2c(c1OC(=O)C)O)c1ccccc1,1
CCOc1c(OC)cc2c(c1O)c(=O)cc(o2)c1ccccc1,1
CCCOc1c(OC)cc2c(c1OC)c(=O)cc(o2)c1ccccc1,1
COc1ccc(cc1OC)CCNCCC[C@@](c1ccc(c(c1)OC)OC)(C(C)C)C#N,1
CCCOc1cc2oc(cc(=O)c2c(c1OCCC)O)c1ccccc1,1
CCOc1cc2oc(cc(=O)c2c(c1OCC)O)c1ccccc1,1
CCCCCCCCOc1cc2oc(cc(=O)c2c(c1OCCCCCCCC)O)c1ccccc1,1
CCCCCOc1cc2oc(cc(=O)c2c(c1OCCCCC)O)c1ccccc1,1
CCCCOc1cc2oc(cc(=O)c2c(c1OCCCC)O)c1ccccc1,1
CCCCCOc1cc2oc(cc(=O)c2c(c1OCCCCC)OC)c1ccccc1,1
CCCCCCOc1cc2oc(cc(=O)c2c(c1OCCCCCC)OC)c1ccccc1,1
CCOc1cc2oc(cc(=O)c2c(c1OCC)OC)c1ccccc1,1
CCCCOc1cc2oc(cc(=O)c2c(c1OCCCC)OC)c1ccccc1,1
COc1cc2oc(cc(=O)c2c(c1OC(=O)C)OC)c1ccccc1,1
COc1ccc2c(c1)[nH]c1c2CCN2[C@@H]1C[C@@H]1[C@H](C2)C[C@@H]([C@@H]([C@H]1C(=O)OC)OC)OC(=O)c1cc(OC)c(c(c1)OC)OC,1
CC(=O)Oc1c(OCc2ccccc2)cc2c(c1OC(=O)C)c(=O)cc(o2)c1ccccc1,1
CC(=O)Oc1cc2oc(cc(=O)c2c(c1OCc1ccccc1)O)c1ccccc1,1
CC(=O)Oc1cc2oc(cc(=O)c2c(c1OC(=O)C)OCc1ccccc1)c1ccccc1,1
CC(=O)Oc1c(Br)c2oc(cc(=O)c2c(c1OC(=O)C)O)c1ccccc1,1
O[C@H](CN1CCN(CC1)c1cccc(c1C)C)COc1ccccc1C(=O)CCc1ccccc1,1
Clc1ccccc1c1nc2ccccc2c(n1)N1CCCC1,1
CCCN(C(=O)c1ccccc1)C[C@@H](COc1ccccc1C(=O)CCc1ccccc1)O,1
CCC(=O)c1ccccc1OC[C@H](CN1CCC(CC1)(O)c1ccccc1)O,1
O[C@@H](CN1CCC(CC1)(O)c1ccccc1)COc1ccccc1C(=O)Cc1cccc2c1cccc2,1
O[C@H](CN1CCN(CC1)c1ccc(cc1)F)COc1cccc(c1)C(=O)C,1
O[C@@H](CN1CCN(CC1)C(=O)c1ccccc1)COc1ccccc1C(=O)CCc1ccccc1,1
COc1ccc(cc1)OC[C@H](CN1CCN(CC1)c1ccc(cc1)F)O,1
O[C@@H](CN[C@@H](c1ccccc1)C(C)C)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@@H](CN1CCN(CC1)c1ccccc1C)COc1cc(Cl)c(cc1C(=O)CCc1ccccc1)Cl,1
O[C@@H](CN[C@H](C(C)(C)C)c1ccccc1)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@@H](CN1CCCCC1)COc1cccc2c1C(=O)[C@H](C2=C)c1ccccc1,1
O[C@@H](CN1CCCCC1)COc1cccc2c1C(=C)[C@H](C2=O)c1ccccc1,1
O[C@H](CN1CCN(CC1)c1cccc(c1C)C)COc1cccc2c1C(=O)[C@@H](C2=C)c1ccccc1,1
COCC(=O)O[C@@]1(CCN(CCCc2nc3c([nH]2)cccc3)C)CCc2c([C@@H]1C(C)C)ccc(c2)F,1
O[C@@H](CN1CCN(CC1)c1cccc(c1C)C)COc1cccc(c1)C(=O)C,1
O[C@H](CN1CCN(CC1)c1ccccc1C)COc1cccc(c1)C(=O)C,1
O[C@@H](CN1CCN(CC1)c1cccc(c1C)C)COc1ccccc1C(=O)C,1
O=C([C@@H]1Oc2c([C@H]1Cc1ccccc1)cccc2)N1CCCCC1,1
C1CCN(CC1)C[C@@H]1Oc2c([C@H]1Cc1ccccc1)cccc2,1
CCCCOc1ccc(cc1)C(=O)Nc1ccc2c(c1)sc(n2)SCc1c(C)cc(c(c1C)C(=O)C)C,1
O=C(Nc1ccc2c(c1)sc(n2)SCc1c(C)cc(c(c1C)C(=O)C)C)CCc1ccccc1,1
Cc1cc(C)c(c(c1CSc1sc2c(n1)ccc(c2)NC(=O)c1cccc2c1cccc2)C)C(=O)C,1
O[C@@H](CN1CCN(CC1)c1ccccc1C)COc1cccc(c1)C(=O)C,1
O[C@@H]1C[C@H](CCn2c(C(C)C)c(c(c2c2ccc(cc2)F)c2ccccc2)C(=O)Nc2ccccc2)OC(=O)C1,1
O[C@H](CN1CCN(CC1)c1cccc(c1C)C)COc1ccc(cc1)C(=O)CCc1ccccc1,1
COc1ccc(c(c1)OCC(=O)CN1CCN(CC1)c1ccccc1C)C(=O)CCc1ccccc1,1
O[C@@H](CN1CCN(CC1)c1ccccc1C)COc1ccc(cc1C(=O)C)C,1
O[C@H](CN1CCN(CC1)c1ccccc1C)COc1ccccc1C(=O)C,1
O[C@H](CN1CCN(CC1)c1ccccc1C)COc1cc(C)ccc1C(=O)C,1
O[C@H](CN1CCN(CC1)c1ccccc1C)COc1cc(Cl)c(cc1C(=O)C)Cl,1
COc1ccc(c(c1)OC[C@H](CN1CCN(CC1)c1ccccc1C)O)C(=O)CCc1ccc(cc1)N(C)C,1
O[C@H](COc1ccc(cc1)C(=O)C)CNCCC(c1ccccc1)c1ccccc1,1
O[C@@H](CN1CCN(CC1)c1ccccc1C)COc1cccc(c1)C(=O)CCc1ccccc1,1
O[C@@H](COc1cccc(c1)C(=O)CCc1ccccc1)CNCCC(c1ccccc1)c1ccccc1,1
CCC(C(=O)O[C@H]1C[C@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@H](O)CC(=O)O1)[C@@H](C=C2)C)(C)C,1
O[C@H](CN1CCOCC1)COc1cccc(c1)C(=O)CCc1ccccc1,1
O[C@H](COc1ccc(cc1)C(=O)CCc1ccccc1)CNCCC(c1ccccc1)c1ccccc1,1
O[C@H](CN1CCN(CC1)c1ccccc1C)COc1ccccc1C(=O)CCc1ccc(cc1)N(C)C,1
O[C@H](CN1CCCCC1)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@@H](CN(C(C)C)C(C)C)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@@H](CN1CCN(CC1)c1ccccc1)COc1ccccc1C(=O)CCc1ccccc1,1
COc1ccccc1N1CCN(CC1)C[C@H](COc1ccccc1C(=O)CCc1ccccc1)O,1
COc1cccc(c1)N1CCN(CC1)C[C@@H](COc1ccccc1C(=O)CCc1ccccc1)O,1
COc1ccc2c(c1)c(=O)c(c(o2)c1ccc(c(c1)OC)OC)OC,1
Clc1ccc(c(c1)Cl)[C@@]1(OC[C@H](O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1cncc1,1
COc1ccc(cc1)N1CCN(CC1)C[C@@H](COc1ccccc1C(=O)CCc1ccccc1)O,1
O[C@@H](CN1CCN(CC1)c1ccccc1C)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@@H](CN1CCN(CC1)c1ccc(cc1)F)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@@H](CN1CCN(CC1)c1ccc(cc1)F)COc1ccccc1C(=O)C,1
CCCN(C[C@H](COc1ccccc1C(=O)CCc1ccccc1)O)C,1
O[C@@H](CN1CCOCC1)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@@H](CN1CCC(CC1)(O)c1ccccc1)COc1ccccc1C(=O)CCc1ccccc1,1
O[C@H](CN1CCCCC1)COc1ccc(cc1)C(=O)CCc1ccccc1,1
O[C@H](CN1CCCCC1)COc1ccccc1[C@@H](CCc1ccccc1)O,1
CO[C@H](c1ccccc1OC[C@@H](CN1CCCCC1)O)CCc1ccccc1,1
C1CCN(CC1)CCc1oc2c(c1CCc1ccccc1)cccc2,1
CCCNC[C@@H](c1oc2c(c1CCc1ccccc1)cccc2)O,1
O[C@@H](CN1CCC(CC1)Cc1ccccc1)COc1ccccc1C(=O)CCc1ccccc1,1
CCCN(C[C@H](COc1ccc(cc1C(=O)CCc1ccccc1)O)O)CCC,1
O[C@H](CN1CCN(CC1)c1ccc(cc1)F)COc1ccc(cc1)C(=O)CCc1ccccc1,1
O[C@H](CN1CCCCC1)COc1cccc(c1)C(=O)CCc1ccccc1,1
O[C@H](CN1CCOCC1)COc1ccc(cc1)C(=O)CCc1ccccc1,1
O[C@H](CN1CCN(CC1)c1ccc(cc1)F)COc1cccc(c1)C(=O)CCc1ccccc1,1
CCCN(C[C@H](COc1ccc(cc1)C(=O)CCc1ccccc1)O)CCC,1
CCCN(C[C@@H](COc1ccccc1[C@H](CCc1ccccc1)O)O)CCC,1
CCCN(C[C@H](COc1ccccc1[C@H](CCc1ccccc1)OC)O)CCC,1
O[C@H](COc1ccccc1C(=O)CCc1ccccc1)CNCC(c1ccccc1)c1ccccc1,1
O[C@H](COc1ccccc1C(=O)CCc1cccc2c1cccc2)CNCCC(c1ccccc1)c1ccccc1,1
O=C(c1ccccc1OCCCN1CCCCC1)CCc1ccccc1,1
O=C(c1ccccc1OCCN1CCCCC1)CCc1ccccc1,1
O=C(c1ccccc1OCCCCN1CCCCC1)CCc1ccccc1,1
COC(=O)c1c(C)cc(c(c1c1cccc(c1)[N+](=O)[O-])C(=O)O[C@H]1CCN(C1)Cc1ccccc1)C,1
O=C(c1ccccc1OCCCCCN1CCCCC1)CCc1ccccc1,1
O=C(c1ccccc1OCCCCCCN1CCCCC1)CCc1ccccc1,1
O=C(c1ccccc1OCCCCCCCCN1CCCCC1)CCc1ccccc1,1
CO[C@H](c1ccccc1OC[C@@H](CNCCCC(c1ccccc1)c1ccccc1)O)CCc1ccccc1,1
O[C@H](CN1CCOCC1)COc1ccccc1[C@H](CCc1ccccc1)O,1
CO[C@@H](c1ccccc1OC[C@@H](CN1CCOCC1)O)CCc1ccccc1,1
O[C@@H](COc1ccc(cc1C(=O)CCc1ccccc1)Oc1ccccc1)CNC(C)C,1
O[C@@H](CN1CCCCC1)COc1ccc(cc1C(=O)CCc1ccccc1)O,1
O[C@@H](COc1ccccc1C(=O)CCc1ccccc1)CNCCCC(c1ccccc1)c1ccccc1,1
COC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)O[C@H]1CCCN(C1)Cc1ccccc1)C,1
O[C@H](COc1ccccc1C(=O)CCc1ccccc1)CNC1CCCCC1,1
COc1ccc(cc1)[C@H]1Nc2ccccc2C(=O)N1c1ccc(cc1)Oc1ccccc1,1
O=C1N(c2ccc(cc2)C(C)(C)C)[C@@H](Nc2c1cccc2)c1ccc2c(c1)OCO2,1
CCc1ccc(cc1)N1[C@H](Nc2c(C1=O)cccc2)c1ccc(cc1)OCC(C)C,1
CC[C@@H](c1ccc(cc1)[C@@H]1Nc2ccccc2C(=O)N1c1ccc(cc1)Cl)C,1
CC[C@H](c1ccc(cc1)N1[C@H](Nc2c(C1=O)cccc2)c1ccc(cc1)C(C)C)C,1
C=CCn1c(SCCCC)nc2-c3ccccc3CC3(c2c1=O)CCCC3,1
O[C@@H](CN(C(C)C)C(C)C)COc1ccc(cc1C(=O)CCc1ccccc1)O,1
O[C@@H](CN1CCCCC1)COc1ccccc1[C@@H](OC(C)C)CCc1ccccc1,1
Clc1ccc(cc1)Cc1nn([C@@H]2CCNCCC2)c(=O)c2c1cccc2,1
O[C@@H](CN1CCC(CC1)Cc1ccccc1)COc1ccccc1C(=O)C,1
O[C@@H](CN1CCC(CC1)(O)c1ccccc1)COc1ccccc1C(=O)C,1
O[C@@H](CN1CCN(CC1)c1ccccc1C)COc1ccccc1C(=O)CCc1ccc(cc1)Cl,1
